url,tipo,nome_popular,nome_cientifico,ordem,familia,origem,alimentacao,sociabilidade,ph,ph_min,ph_max,temperatura_ideal,temp_min_c,temp_max_c,expectativa_vida,manutencao,tamanho_adulto,iluminacao,co2,crescimento,posicionamento,companheiros_sugeridos,imagem_principal_url,imagens_galeria,raw_description_snippet
https://www.kauar.com.br/agua-doce/poecilideos/molinesia-prata-lyra-poecilideos,peixe_ou_camarao,Molinésia Prata Lyra,,,,,,,"7,2",7.2,7.2,21ºC à 29ºC,21.0,29.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/molinesia_prata_lyra_poecilideos_129_1_dc3addf857c58adc97f41fa6f3a21cab.jpg,,"MOLINÉSIA PRATA LYRA UM PEIXE QUE VAI TE FAZER FELIZ
AS MOLINÉSIAS SÃO PEIXES ORNAMENTAIS DE AQUÁRIO MUITO POPULARES, SÃO PARTICULARMENTE BRINCALHONAS, ALEGRES E MUITO DIVERTIDAS. COMUMENTE CHAMADAS DE MOLLY, OS PEIXES MOLINÉSIA PODEM CHEGAR ATÉ 6 CM E VIVEM DE 2 A 3 ANOS.
Comportamento e convivência com outras espécies
Dentro do aquário, os peixes estarão prontos para explorar cada cantinho, cada espaço. Uma das coisas que os molinésias adoram fazer é passar boa parte do tempo no fundo em busca de algas, também procuram nos enfeites e no próprio vidro do aquário. São peixes bastante sociáveis"
https://www.kauar.com.br/agua-doce/poecilideos/molinesia-tangerina-poecilideos,peixe_ou_camarao,Molinésia Tangerina,,,,,,,"7,2",7.2,7.2,21ºC à 29ºC,21.0,29.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/molinesia_tangerina_poecilideos_127_1_95bc94c62dad3e4e359b5bf18f8cdef8.jpg,,"Molinésia Tangerina, um peixe cheio de cor para te fazer feliz
As molinésias são peixes ornamentais de aquário muito populares, são particularmente brincalhonas, alegres e muito divertidas. Comumente chamadas de Molly, os peixes molinésia podem chegar até 6 cm e vivem de 2 a 3 anos.
Comportamento e convivência com outras espécies
Dentro do aquário, os peixes estarão prontos para explorar cada cantinho, cada espaço. Uma das coisas que os molinésias adoram fazer é passar boa parte do tempo no fundo em busca de algas, também procuram nos enfeites e no próprio vidro do aquário. São peixes bastante"
https://www.kauar.com.br/agua-doce/poecilideos/molinesia-vermelha-velifera-super-red-poecilideos,peixe_ou_camarao,Molinésia Vermelha Velífera Super Red Albina,,,,,,,"7,2",7.2,7.2,21ºC à 29ºC,21.0,29.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/molinesia_vermelha_velifera_super_red_albina_6_a_8_cm_poecilideos_125_1_afd3c5919591821f162591e2d4ea65fa.jpg,,"Molinésia Vermelha Velífera Super Red Albina
, um peixe cheio de cor para te fazer feliz
As molinésias são peixes ornamentais de aquário muito populares, são particularmente brincalhonas, alegres e muito divertidas. Comumente chamadas de Molly, os peixes molinésia podem chegar até 6 cm e vivem de 2 a 3 anos.
Comportamento e convivência com outras espécies
Dentro do aquário, os peixes estarão prontos para explorar cada cantinho, cada espaço. Uma das coisas que os molinésias adoram fazer é passar boa parte do tempo no fundo em busca de algas, também procuram nos enfeites e no próprio vidro do aq"
https://www.kauar.com.br/agua-doce/poecilideos/plati-aurora-poecilideos,peixe_ou_camarao,Plati Aurora,Xiphophorus maculatus,,,,,,"7,0 a 7,5",7.0,7.5,24ºC e 27ºC,24.0,27.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/plati_aurora_poecilideos_xiphophorus_maculatus_21_1_39bfe7fdd4cc765df9b5775feb8671cd.jpg,,"QUE TAL O PLATI AURORA PARA DEIXAR SEU AQUÁRIO MAIS LINDO?
Os Platis são peixes alegres e nem um pouco tímidos. São inúmeras as variedades de cores e de formatos de nadadeiras dos platis.  É um dos peixes mais populares entre os aquaristas. O nome popular foi dado devido à sua classificação inicial, que era Platypoecilus maculatus, em grego, plati é chato, que se relaciona com seu corpo levemente alto e fino.
Quer saber mais sobre o Plati Bumblebee e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu a"
https://www.kauar.com.br/agua-doce/poecilideos/plati-azul-poecilideos,peixe_ou_camarao,Plati Azul,Xiphophorus maculatus,,,,,,"7,0 a 7,5",7.0,7.5,24ºC e 27ºC,24.0,27.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/plati_azul_xiphophorus_maculatus_poecilideos_23_1_23858237655e44e304f931073a461f0e.jpg,,"QUE TAL O PLATI AZUL PARA DEIXAR SEU AQUÁRIO MAIS EXUBERANTE?
Os Platis são peixes alegres e nem um pouco tímidos. São inúmeras as variedades de cores e de formatos de nadadeiras dos platis.  O Plati Azul é um dos platis mais populares, seja na companhia de peixes de outras espécies ou em um aquário monoespécie, o Plati Azul realmente se destaca com seus tons celestiais. O nome popular foi dado devido à sua classificação inicial, que era Platypoecilus maculatus, em grego, plati é chato, que se relaciona com seu corpo levemente alto e fino.
Quer saber mais sobre o Plati Azul e e os cuidados vet"
https://www.kauar.com.br/agua-doce/poecilideos/plati-negro-seta-xiphophorus-machulatus-poecilideos,peixe_ou_camarao,Plati Negro Seta,Xiphophorus Machulatus,,,,,,"7,0 a 7,5",7.0,7.5,24ºC e 27ºC,24.0,27.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/plati_negro_seta_xiphophorus_machulatus_poecilideos_113_1_98ac5f90b6e32c96c7daff0d92e6647d.jpg,,"QUE TAL O PLATI NEGRO SETA PARA DEIXAR SEU AQUÁRIO MAIS LINDO?
Os Platis são peixes alegres e nem um pouco tímidos. São inúmeras as variedades de cores e de formatos de nadadeiras dos platis.  É um dos peixes mais populares entre os aquaristas. O nome popular foi dado devido à sua classificação inicial, que era Platypoecilus maculatus, em grego, plati é chato, que se relaciona com seu corpo levemente alto e fino.
Quer saber mais sobre o Plati Negro Seta e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em "
https://www.kauar.com.br/agua-doce/poecilideos/plati-red-coral-seta-xiphophorus-machulatus-poecilideos,peixe_ou_camarao,Plati Red Coral Seta,Xiphophorus Machulatus,,,,,,"7,0 a 7,5",7.0,7.5,24ºC e 27ºC,24.0,27.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/plati_red_coral_seta_xiphophorus_machulatus_poecilideos_111_1_fb8a1fab7b336e294100ed4ac796ad12.jpg,,"QUE TAL O PLATI RED CORAL SETA PARA DEIXAR SEU AQUÁRIO MAIS LINDO?
Os Platis são peixes alegres e nem um pouco tímidos. São inúmeras as variedades de cores e de formatos de nadadeiras dos platis.  É um dos peixes mais populares entre os aquaristas. O nome popular foi dado devido à sua classificação inicial, que era Platypoecilus maculatus, em grego, plati é chato, que se relaciona com seu corpo levemente alto e fino.
Quer saber mais sobre o Plati Red Coral Seta e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe orname"
https://www.kauar.com.br/agua-doce/poecilideos/plati-rubi-poecilideos,peixe_ou_camarao,Plati Rubí,Xiphophorus maculatus,,,,,,"7,0 a 7,5",7.0,7.5,24ºC e 27ºC,24.0,27.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/plati_rubi_xiphophorus_maculatus_poecilideos_27_1_a5f86c0cb1eebc0117ef8ad84d7b2e69.jpg,,"QUE TAL O PLATI RUBY PARA DEIXAR SEU AQUÁRIO MAIS LINDO?
Os Platis são peixes alegres e nem um pouco tímidos. São inúmeras as variedades de cores e de formatos de nadadeiras dos platis.  É um dos peixes mais populares entre os aquaristas. O nome popular foi dado devido à sua classificação inicial, que era Platypoecilus maculatus, em grego, plati é chato, que se relaciona com seu corpo levemente alto e fino.
Quer saber mais sobre o Plati Ruby e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu aquário?"
https://www.kauar.com.br/agua-doce/poecilideos/plati-tricolor-poecilideos,peixe_ou_camarao,Plati Tricolor,Xiphophorus maculatus,,,,,,"7,0 a 7,5",7.0,7.5,24ºC e 27ºC,24.0,27.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/plati_tricolor_xiphophorus_maculatus_poecilideos_25_1_6a2d2d656c49373abdaa69b02db494df.jpg,,"QUE TAL O PLATI TRICOLOR PARA DEIXAR SEU AQUÁRIO MAIS LINDO?
Os Platis são peixes alegres e nem um pouco tímidos. São inúmeras as variedades de cores e de formatos de nadadeiras dos platis.  É um dos peixes mais populares entre os aquaristas. O nome popular foi dado devido à sua classificação inicial, que era Platypoecilus maculatus, em grego, plati é chato, que se relaciona com seu corpo levemente alto e fino.
Quer saber mais sobre o Plati Tricolor e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu "
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/-tetra-myrmex-super-red,peixe_ou_camarao,Tetra Myrmex Super Red,Hyphessobrycon myrmex,,,,,,6.4 a 7.4,6.4,7.4,23ºC a 30ºC,23.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/tetra_myrmex_super_red_2_a_3_cm_hyphessobrycon_m_1_20250809124028_fc0074141054.jpeg,,"Com um vermelho intenso, o Tetra Myrmex será a estrela do seu aquário. Ele também da um show no quesito comportamento.
O
Tetra Myrmex, é um tetra ativo e super tranquilo, mas o que chama mais chama a atenção é a sua extraordinária coloração vermelha, que se destaca bastante dentro do aquário, ainda mais em aquários plantados. Quando adulto fica em media entre 2,5 a 3 cm, um tamanho pequeno, que o torna perfeito para vários tipos de aquários, mas é importante que os companheiros de aquários também sejam pacíficos, para que tenham uma boa convivência
.
Nome popular:
Tetra
Myrmex,
Tetra
Myrmex Su"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/astyanax-joaovitori-2-a-3-cm-astyanax-joaovitori,peixe_ou_camarao,Astyanax joaovitori,Astyanax joaovitori,,,,,,6.5 a 7.4,6.5,7.4,24ºC a 28ºC,24.0,28.0,,,,,,,,,,,"Tetra Xavante e cheio de energia e elegância. Possui um comportamento agitado e ativo. Leve mais movimento e luminosidade para seu aquário!
O Tetra Xavante, Psalidodon xavante, é um peixe bonito e resistente. Endêmica da bacia do Araguari recebeu esse nome como forma de homenagear a resiliência e força do povo Xavante. Ele possui um corpo prateado, com reflexos metálicos, com realces rosa e amarelo. Uma mancha umeral escura, que percorre seu corpo quase todo. Um peixe de personalidade ativa, que é sempre destaque no aquário
.
Quer saber mais sobre o Tetra Xavante e os cuidados da Kauar? A baix"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/cruzeiro-do-sul-hemiodus-gracilis,peixe_ou_camarao,Cruzeiro do Sul,Hemiodus gracilis,,,,,,"6,8",6.8,6.8,23 a 28ºC,23.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/cruzeiro_do_sul_hemiodus_gracilis_901_1_1c0381e2beb17c31b7b402d509d71092.png,,"Cruzeiro do Sul | Hemiodus gracilis
Peixes de água doce
Peixes Ornamentais
Origem:
encontrado na América do Sul, bacias da Amazônia.
Características:
a
coloração prateada em tons esverdeados, faz com o que o Cruzeiro do Sul seja um peixe muito atrativo entre os aquaristas. Esse peixinho possui uma faixa preta que começa na metade de seu corpo e termina na sua extremidade.
Comportamento e coabitação com outras espécies:
Em um primeiro momento o Cruzeiro do Sul pode parecer tímido, mas este é apenas o primeiro contato, com o tempo ele se estabelece e se torna bastante ativo, ainda mais se estive"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/danio-azul,peixe_ou_camarao,Danio Azul,,,,,,,PH ligeiramente ácido a alcalino (entre 6.0 a 8.8). E,6.0,8.8,"20
ºC  a 26
ºC",20.0,26.0,,,,,,,,,,,"Venha se APAIXONAR PELO danio AZUL. UM PEIXE SUPER ATIVO E COM cores maravilhoSAS para seu aquario.
O Tetra Azul, é natural da Península Malaia, na Ásia, mas por sua beleza, é resistência, se popularizou pelo mundo todo, se tornando um dos queridinhos dos aquaristas, principalmente daqueles iniciantes. O Danio Azul é um peixinho pequeno e maravilhoso, com cores bem vibrantes e chamativas. Um peixe tranquilo e gregário, viverá muito bem com outros peixes menores. Por ser um peixe de cardume é importante que seja mantido com outros de sua espécie. Muito resistente esse peixinho e fácil de cuidar"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/hasemania-nambiquara-4-a-5-cm-hasemania-nambiquara,peixe_ou_camarao,Tetra Nambiquara,Hasemania nambiquara,,,,,,6.0 a 7.5,6.0,7.5,23ºC a 28ºC,23.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/tetra_nambiquara_2_a_25_cm_hasemania_nambiquara_3_20250813130201_699386c08b12.jpg,,"O TETRA NAMBIQUARA PEQUENO, PACIFICO
O Tetra Nambiaquara, é um Tetra bem ativo e sociável, endêmico do Brasil, sendo encontrado no Alto Rio Tapajós. Gosta de nadar entre o meio e a superfície do aquário, sempre em cardume, com movimentos rápidos e sincronizados, dando um efeito visual bem bonito. Em media fica entre 2,5 a 3 cm, quando adulto. Ótima opção para aquários nanos, plantados, amazônicos e comunitários.
O nome
nambiquara
é uma homenagens aos Nambiquara, ou
Nambikwaras,
povos indígenas originários do alto Rio Tapajós, com uma rica cultura
.
Quer saber mais sobre o Tetra
Nambiaquara e o"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/peixe-borboleta-carnegiella-strigata,peixe_ou_camarao,Peixe Borboleta,Carnegiella Strigata,,,,,,5.0,5.0,5.0,24ºC e 28ºC,24.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/peixe_borboleta_carnegiella_strigata_899_1_779f29828fd7d6a42ac189838afa5792.jpg,,"Peixe Borboleta
Peixes de Aquário
Peixes Ornamentais
Origem:
Brasil
(Bacia Amazônica), Colômbia, Guiana, Peru e Suriname
Características:
os peixes borboletas estão entre os mais charmosos do aquarismo. São peixinhos de superfície e o nome popular está associado ao formato de seu corpo, que se assemelha à asa de uma borboleta.  Com suas nadadeiras peitorais, que são bastante fortes, os peixes borboletas saltam em busca de insetos que sobrevoam a superfície da água.
Comportamento e convivência com outras espécies:
é uma espécie de cardume e em seu aquário ficará muito mais feliz se estiver na c"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/peixe-lapis-imperial-2-cm-a-4-cm-nannostomus-sp,peixe_ou_camarao,Tetra Lápis imperial,,,,,,,6.4 a 7.4,6.4,7.4,23ºC a 30ºC,23.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/tetra_lpis_imperial_2_cm_a_4_cm_hyphessobrycon_s_1_20250813171925_fade613c395b.jpeg,,"UM PEIXE PACIFICO E COM UMA COLORAÇÃO EXTRAORDINÁRIA, LEVE ESSE BRILHO A MAIS PARA SEU AQUÁRIO, LEVE ESSE TETRA RARO E MARAVILHOSO
O Tetra Lápis Imperial é um tetra com cores e
scandescentes
que vão do azul, verde e purpura, com uma linha negra que percorre todo seu corpo na horizontal. Seu comportamento é super pacifico, e com comportamento social, como a maioria dos tetras é um peixe de cardume, e manter acima de 6 ajuda a manter as cores mais fortes e o comportamento mais natural.
Quer saber um pouco mais sobre o Tetra Lápis Imperial e os cuidados da Kauar? A baixo temos mais informações.
N"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/peixe-mocinha-characidium-fasciatum,peixe_ou_camarao,Peixe Mocinha,Characidium fasciatum,,,,,,5.5 e 7.0,5.5,7.0,20ºC e 30ºC,20.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/peixe_mocinha_characidium_fasciatum_4_a_7_cm_43_1_ce4ddf067fde8e43fa2995c36e16de4a.jpg,,"O Peixe Mocinha (Characidium fasciatum) é um peixe ornamental de aquário de água-doce, pacífico, ideal para aquários plantados e aquários comunitários. Entre os peixes ornamentais, é um peixe de fácil aclimatação e cuidados. Viverá muito bem em um aquário com PH levemente ácido a neutro (PH entre 5.5 e 7.0). Além de boa convivência com peixes ornamentais de outras espécies, o Mocinha ainda prestará um serviço extra de limpeza do seu aquário, pois também é um grande caçador de caramujos.
Quer saber mais sobre o Peixe Mocinha  e os cuidados veterinários da Kauar? E como funciona a entrega até a "
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/rasbora-galaxy-danio-margaritatus,peixe_ou_camarao,Rásbora Galaxy,Danio margaritatus,,,,,,PH ligeiramente ácido a alcalino (entre 6.4 a 7.6),6.4,7.6,"22
ºC  a 26
ºC",22.0,26.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/rasbora_galaxy_1_a_1_5_cm_danio_margaritatus_383_1_98e0ed20b588189888a06fc657e2c496.jpg,,"RÁSBORA galaxy: esse peixe nano é um show!
A Rásbora Galaxy é um peixe ornamental que alcança no máximo 2 cm, por isso, é considerada uma microrásbora. O tamanho é inversamente proporcional à beleza da Rásbora Galaxy, que apresenta um padrão de pequenas pintas claras sobre o corpo azul escuro, em contraste com nadadeiras vermelhas. Esse padrão de cores e marcações inspirou seu nome popular.
Em disputa por fêmeas, as cores dos machos ficam extremamente vibrantes. As fêmeas, por sua vez, possuem nuances um pouco mais pálidas. O corpo tem um tom mais esverdeado e nadadeiras douradas.
comportament"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/rasbora-harlequim-trigonostigma-heteromorpha,peixe_ou_camarao,Rásbora Arlequim,Trigonostigma heteromorpha,,,,,,,,,22ºC  a 28ºC,22.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/rasbora_arlequim_1_5_a_2_cm_trigonostigma_heteromorpha_367_1_b021f9ad7bb58bae2de26fb3f0d78c0c.jpg,,"RÁSBORA ARLEQUIM
A Rásbora Arlequim é um peixe ornamental muito conhecido, que pode atingir até 5 cm na fase adulta, sendo mais comum que alcance em seu aquário cerca de 3 cm. O tamanho é inversamente proporcional à beleza da Rásbora Arlequim, que possui lindas marcações negras azuladas a partir da metade do corpo, em direção à nadadeira caudal, contrastando com o restante das escamas em que a cor prata é predominante.
O nome é inspirado na marcação preta que lembram as roupas dos Arlequins, artistas cômicos que se vestiam com estampas de losangos, um tipo de palhaço antigo que animava as pess"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/rasbora-hengeli-trigonostigma-hengeli,peixe_ou_camarao,Rasbora Hengeli,Trigonostigma hengeli,,,,,,,,,22ºC  a 28ºC,22.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/rasbora_hengeli_1_5_a_2_cm_trigonostigma_hengeli_915_1_1af2c5091c6afb4e1d166fa00c32f479.jpg,,"rÁSBORA hengeli, um peixe maravilhoso para seu aquário de água doce
A Rásbora Hengeli é um peixe asiático nano, encontrado na Tailândia, Sumatra e Indonésia. Adulta, pode chegar, no máximo, a 3cm.
O tamanho é inversamente proporcional à beleza da Rásbora Hengeli, que se destaca pelas marcações elegantes
nas cores
pretas e laranjadas nas laterais do corpo, lembrando duas asas angelicais.
COMPORTAMENTO E CONVIVÊNCIA COM OUTRAS ESPÉCIES
Rásbora Hengeli é um peixe ornamental de cardume, então é importante que você tenha em seu aquário pelo menos 6 a 10 indivíduos. A vida em grupo deixará esse peix"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/rasbora-sawbwa-sawbwa-resplendens,peixe_ou_camarao,Rasbora Sawbwa Macho,Sawbwa resplendens,,,,,,,,,21ºC  a 28ºC,21.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/rasbora_sawbwa_macho_3_a_4_cm_sawbwa_resplendens_381_1_434773d69df10c15d86d8e5f09bbb163.jpg,,"RÁSBORA SAWBWA, UM PEIXE LINDO PARA SEU AQUÁRIO
A Rásbora Sawbwa é um peixe ornamental que alcança no máximo 5 c
m, sendo muito mais comum 4 cm. Os machos possuem corpo azulado com manchas vermelhos na face e nadadeira caudal. Em disputa por fêmeas, as cores dos machos ficam extremamente vibrantes. Na natureza é encontrado em águas claras e rasas do Lago Inlé, que fica 900 m acima do nível do mar, cercado por montanhas, em Myanmar. Uma paisagem inspiradora e idílica, cheia de vida e com uma cultura muito rica, formada por cerca de 70 mil pessoas que habitam a região.
Uma das atrações turística"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/rosaceo-vermelho-hyphessobrycon-erythrostigma,peixe_ou_camarao,Rosaceo Vermelho Super Red,Hyphessobrycon erythrostigma,,,,,,6.0 a 7.2,6.0,7.2,24ºC e 28ºC,24.0,28.0,,,,,,,,Rosáceos,https://images.tcdn.com.br/img/img_prod/749804/rosaceo_vermelho_super_red_3_a_4_cm_hyphessobrycon_erythrostigma_maravilhoso_903_1_965e74e166c56fef69cbda3dfd1680a3.jpg,,"Rosáceo Vermelho, um peixe clássico para seu aquário de água doce
O Rosáceo Vermelho, Hyphessobrycon erythrostigma
, está entre os peixes mais clássicos do aquarismo brasileiro. Natural da América do Sul, da Bacia do Rio Negro, o Rosáceo Vermelho é
u
m peixe tetra vibrante, com um nado elegante. Todas as variações de Rosáceos
possuem uma mancha avermelhada umeral que o tornam facilmente reconhecíveis!  Pacífico e gregário, o Rosáceo Vermelho, com certeza, vai deixar seu aquário mais colorido e cheio de vida.
Comportamento e convivência com outras espécies
O Rosáceo Vermelho é uma espécie de ca"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/tanictis-gold-tanichthys-albonubes,peixe_ou_camarao,Tanictis Gold,Tanichthys albonubes,,,,,,6.0 a 7.5,6.0,7.5,18ºC a 30ºC,18.0,30.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/tanictis_gold_1_5_a_3_cm_tanichthys_albonubes_2538_1_eae8ee713502aa83f69bab5bfb0442c6.jpg,,"Tanictis Gold |
Tanichthys albonubes
Origem:
Encontrado nas regiões da Ásia.
Características:
Resistente aos variados parâmetros de água, o Tanicts Gold é uma ótima opção para aquaristas iniciantes. A sua coloração Dourada, com um leve tom realces avermelhadas chama atenção dos aquaristas, pois contrasta com as cores das nadadeiras dorsal e caudal que possuem um forte tom de vermelho.
Nome popular:
Tanictis Gold
Nome científico:
Tanichthys albonubes
Ordem;
Cypriniformes
Família:
Cyprinidae
Origem:
América do Sul, bacia do Rio Paraguai
Alimentação:
Onívoro, no aquário aceita bem rações em floco"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/tanicts-tanichthys-albonubes,peixe_ou_camarao,Tanictis,Tanichthys albonubes,,,,,,"6,0 a 8,0",6.0,8.0,"6,0 a 8,0",6.0,8.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/tanicts_tanichthys_albonubes_905_1_690f5aa27359892573544b4ef289e61e.jpg,,"Tanicts | Tanichthys albonubes
Peixe ornamental
Peixe de aquário
Origem:
encontrado nas regiões da Ásia.
Características:
Resistente aos variados parâmetros de água, o Tanicts é uma ótima opção para aquaristas iniciantes. A sua coloração prateada com um leve tom azulado chama atenção dos aquaristas, pois contrasta com as cores das nadadeiras dorsal e caudal que possuem um forte tom de vermelho.
Comportamento e Coabitação com outras espécies:
é um peixe pacífico e de hábitos tranquilos. Espécie bastante sociável, por isso aconselha-se a mantê-lo em grupos de pelo menos 6 espécimes. Pode ser man"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/telmaterina-ladigesi-marosatherina-ladigesi,peixe_ou_camarao,Telmaterina Ladigesi,Marosatherina ladigesi,,,,,,7.0 a 7.4,7.0,7.4,24ºC a 28ºC,24.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/telmaterina_ladigesi_marosatherina_ladigesi_907_1_b6e908c4c7c9ee96f0cf54bfed6a6f18.jpg,,"Telmaterina Ladgesi
Peixes de Aquário
Peixes Ornamentais
Indivíduo adulto
Tamanho: 2 a 2,5 cm
Origem:
Ásia (Indonésia)
Características:
o Telmaterina Ladgesi também é conhecida como Peixe-Vela das Celebes, Peixe Arco-Íris das Celebes ou
Celebs Rainbowfish
devido ao seu padrão de cores. Esse peixe ornamental de água doce tem um corpo alongado e achatado nas laterais com coloração castanho clara no dorso, às vezes azulada, até chegar à cor prateada no ventre. Ao se movimentar, cria reflexos azuis e verdes que inspiraram um de seus nomes populares.
Comportamento e coabitação com outras espécies:
"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/tetra-amandae-hyphessobrycon-amandae,peixe_ou_camarao,Tetra Foguinho Super Red,Tetra Amandae,,,,,,5.0 a 7,5.0,7.0,24ºC a 28ºC,24.0,28.0,,,,,,,,Coridoras e Rásboras,https://images.tcdn.com.br/img/img_prod/749804/tetra_foguinho_tetra_amandae_1cm_hyphessobrycon_amandae_379_1_c518ba17243040bb6f1fdb1fb2447d91.jpg,,"Tetra Foguinho (Hyphessobrycon amandae)
O Tetra Foguinho, também conhecido como Tetra Amandae, é um dos menores peixes tetras que existem, alcançando no máximo 2 cm. O nome popular foi inspirado em sua cor vermelha, sendo um dos poucos peixes tetras que apresentam este tom nesta intensidade. Esse peixinho tetra de água doce, que pertence à ordem Characiforme e à família dos Caracídeos, pode viver em seu aquário por cerca de 3 a 5 anos. É um espécie cardumeira, que convive muito bem com outros peixes tetras, além de rásboras, coridoras e camarões. O Tetra Foguinho é encontrado na América do Sul"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/tetra-azul-mimagoniates-microlepis,peixe_ou_camarao,Tetra Azul Real,Mimagoniates microlepis,,,,,,6.0 a 7.5,6.0,7.5,23ºC a 28ºC,23.0,28.0,,,,,,,,"Coridoras e Cascudos
",https://images.tcdn.com.br/img/img_prod/749804/tetra_azul_25_a_3_cm_mimagoniates_microlepis_1_20251002122048_e3577715a5e8.jpg,,"Tetra Azul Real, um tetra pequeno e com um brilho metálico, que vai dar um show em seu aquário.
O Tetra Azul Real é um peixe pequeno, sociável e muito bonito. Possui um comportamento pacifico e gregário, normalmente não passa dos 5 cm. Tem uma coloração exuberante, um corpo esguio e levemente dourado, com realces azuis metálicos, que com sua movimentação frenética, e a iluminação do aquário, destacam bastante. Nativo da Mata Atlântica o Tetra azul Real é encontrado em rios e riachos costeiros, do Sul da Bahia ao norte do Rio Grande do Sul
Quer saber mais sobre o Tetra Azul Real e os cuidados v"
https://www.kauar.com.br/agua-doce/tetras-e-rasboras/tetra-black-phanton-hyphessobrycon-megalopterus,peixe_ou_camarao,Tetra Black Phanton,Hyphessobrycon megalopterus,,,,,,"6,0 a 7,5",6.0,7.5,23ºC e 28ºC,23.0,28.0,,,,,,,,,https://images.tcdn.com.br/img/img_prod/749804/tetra_black_phanton_hyphessobrycon_megalopterus_2_5_a_3_5_cm_377_2_351ae0d9c044a9fd0566c7bfee5181a4.jpeg,,"Tetra Black Phanton alcança um tamanho máximo de 3,5cm e possui expectativa de vida de 3 a 5 anos. Esse tetra também é um peixe ornamental clássico do aquarismo de água doce.
Quer saber mais sobre o Black Phanton e os cuidados veterinários da Kauar? E como funciona a entrega até a sua casa? Aprender tudo sobre aclimatação de um novo peixe ornamental em seu aquário? Continue com a Kauar!
ORIGEM, COMPORTAMENTO E CONVÍVIO DO BLACK PHANTON
O Black Phanton possui uma marcação negra na lateral do corpo, contornada por marcações mais claras de brilho intenso. Esses espécie possui um claro dimorfismo "
